timestamp,hand_x,hand_y,hand_z,hand_vx,hand_vy,hand_vz,hand_ax,hand_ay,hand_az,target_x,target_y,target_z,ee_x,ee_y,ee_z,touch_flag,joint_cmd_0,joint_cmd_1,joint_cmd_2,joint_cmd_3,joint_cmd_4,joint_cmd_5,joint_cmd_6
1754967119.8425283,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967119.9456046,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.0486734,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.15234,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.257794,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.361321,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.4661567,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.5693364,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.6715665,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.7744548,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.8769944,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967120.9795835,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.0825152,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.1861403,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.2895317,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.3927217,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.4962208,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.6007895,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.7041218,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.8060806,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967121.9088628,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.0122824,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.116418,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.2203026,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.3238645,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.4273155,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.5306609,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.634422,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.7375877,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.8410301,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967122.9450896,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.0486903,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.152348,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.2550993,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.35863,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.4617062,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.5646596,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.6718373,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.7743146,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.876349,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967123.9798057,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.084005,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.1876595,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.2900405,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.392802,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.4964492,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.5997386,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.7025642,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.8054776,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967124.9082112,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.0113318,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.113973,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.2167943,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.3205695,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.4238021,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.5279877,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.630582,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.7358716,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.8391883,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967125.9454608,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.0489333,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.1524804,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.2553782,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.3587334,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.46134,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.5639668,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.6659555,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.7691815,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.8720686,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967126.975481,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.0788314,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.182244,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.285804,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.3889456,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.491664,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.594697,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.6987922,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.803999,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967127.9073422,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.0095537,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.1126049,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.2159672,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.3192618,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.4221342,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.5251262,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.627229,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.72982,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.8329623,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967128.9357536,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.0387084,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.1421504,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.2448556,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.34741,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.4499435,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.5527794,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.6555579,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.7578917,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.8643143,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967129.9667616,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.06953,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.173747,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.2764652,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.3789256,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.4815893,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.5865796,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.6896195,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.7929952,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.8955746,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967130.9987156,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.1008587,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.2045195,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.307933,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.4107795,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.5134747,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.6156833,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.7181716,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.8214405,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967131.9257705,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.0289981,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.1314816,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.2339883,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.3372548,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.4399936,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.5428991,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.645629,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.7486687,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.8516746,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967132.955106,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.057739,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.1609874,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.2643473,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.366584,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.4689746,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.571106,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.6733856,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.775977,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.8787098,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967133.9840095,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.0870695,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.1894903,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.2925992,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.3961017,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.498214,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.6015258,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.7049575,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.8093069,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967134.9124513,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.0146053,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.1168253,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.2199914,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.322696,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.4259071,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.5287743,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.6336615,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.736505,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.839895,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967135.9425087,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.0559645,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.15881,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.2610695,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.3642237,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.4667096,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.5686872,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0,,,,,,,
1754967136.6717565,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967136.7742383,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967136.8768463,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967136.980219,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.0831954,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.186293,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.2897177,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.3932426,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.4960089,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.5994687,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.702831,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.8056235,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967137.908338,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.010771,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.115801,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.218657,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.3217168,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.4250104,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.52747,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.6307,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.7336066,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.8373077,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967138.9402373,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.0429595,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.1456058,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.2484512,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.351382,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.4543793,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.5572288,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.6600602,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.7630963,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.8661284,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967139.9696755,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.0720465,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.1779876,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.2823424,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.3848634,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.4886649,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.5920386,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.6976254,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.8005733,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
1754967140.9029863,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.009222998283803463,-0.12519505620002747,0.5211694240570068,,,,0,,,,,,,
