timestamp,sequence_id,ID,x,y,z,reach_flag,touch_flag,s_hand,s_head,s_accel
1753951526.7400832,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.7400832,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.7400832,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.7400832,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.7423258,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.7423258,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.7423258,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.7423258,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.7432156,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.7432156,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.7432156,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.7432156,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.744025,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.744025,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.744025,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.744025,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.7448733,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.7448733,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.7448733,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.7448733,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.7457452,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.7457452,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.7457452,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.7457452,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.807295,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.807295,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.807295,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.807295,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.808565,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.808565,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.808565,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.808565,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.8096616,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.8096616,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
1753951526.8096616,0,2,0.05462803691625595,-0.2182861864566803,0.8232649564743042,0,0,0.6439104676246643,0.9646176099777222,0.0
1753951526.8096616,0,3,-0.000819217471871525,-0.22872042655944824,0.49956342577934265,1,0,0.9305854439735413,0.9092333912849426,0.0
1753951526.8627925,0,0,-0.22723692655563354,-0.21451061964035034,0.49946942925453186,1,0,0.7891956567764282,0.8477511405944824,0.0
1753951526.8627925,0,1,0.30722522735595703,-0.2639559805393219,0.49957090616226196,1,0,0.6549518704414368,0.7767665386199951,0.0
